,beer_id,beer_name,brewery_id,brewery_name,cat_id,cat_name,styleId,style_name,abv,address1,address2,city,state,code,country,phone,website,January_22,February_22,March_22,April_22,May_22,June_22,July_22,August_22,September_22,October_22,November_22,December_22
93,94,Whitetail Wheat,879,Montana Brewing,1,Standard American Beer,01B,American Lager,0,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,1111.29,1542.04,25.04,887.58,1328.83,1238.1,33.05,493.18,597.57,198.04,545.5,1544.74
94,95,Sandbagger Gold,879,Montana Brewing,22,,22B,Unclassified,0,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,330.9,1112.95,132.42,931.53,1362.76,51.08,955.92,1167.39,1180.48,243.65,997.57,624.47
95,96,Brunette Nut Brown Ale,901,Nebraska Brewing Company,19,Amber and Brown American Beer,19C,American Brown Ale,0,7474 Towne Center Parkway #101,,Papillion,Nebraska,68046,United States,1-402-934-7100,,651.59,501.52,447.76,87.28,832.4,774.37,794.96,41.28,363.55,301.99,820.5,457.23
96,97,Irish Red,901,Nebraska Brewing Company,15,Irish Beer,15A,Irish Red Ale,0,7474 Towne Center Parkway #101,,Papillion,Nebraska,68046,United States,1-402-934-7100,,1309.48,488.73,964.34,971.45,630.34,607.93,751.3,1326.6,769.57,1226.71,258.02,61.43
97,98,Belgian Wit,901,Nebraska Brewing Company,24,Belgian Ale,24A,Witbier,0,7474 Towne Center Parkway #101,,Papillion,Nebraska,68046,United States,1-402-934-7100,,79.69,43.66,20.31,53.81,9.08,126.25,55.62,89.72,78.25,121.63,128.07,92.96
98,99,EOS Hefeweizen,901,Nebraska Brewing Company,10,German Wheat Beer,10A,Weissbier,0,7474 Towne Center Parkway #101,,Papillion,Nebraska,68046,United States,1-402-934-7100,,206.29,285.89,145.27,77.59,377.19,101.16,371.98,1.77,89.08,279.76,24.81,30.33
99,100,India Pale Ale,901,Nebraska Brewing Company,18,Pale American Ale,18B,American Pale Ale,0,7474 Towne Center Parkway #101,,Papillion,Nebraska,68046,United States,1-402-934-7100,,40.46,58.42,49.82,0.13,44.33,60.12,47.54,8.35,39.69,7.73,56.54,46.36
100,101,Winter Ale,1185,St Peter's Brewery,17,Strong British Ale,17B,Old Ale,6.3,St Peter's Hall,,Bungay,Suffolk,,United Kingdom,44-(01986)-782322,,3872.05,1647.18,1932.17,3309.69,2529.83,3317.56,4253.91,5305.6,5744.5,2351.68,591.84,843.45
101,102,Pride & Joy Mild Ale,1260,Three Floyds Brewing,13,Brown British Beer,13A,Mild,0,9750 Indiana Parkway,,Munster,Indiana,46321,United States,1-219-922-3565,http://www.threefloydspub.com/,135.95,115.18,409.09,329.6,401.84,322.91,13.69,60.92,135.67,593.11,600.56,186.73
102,103,Robert the Bruce Scottish Ale,1260,Three Floyds Brewing,14,Scottish Ale,14C,Scottish Export,7,9750 Indiana Parkway,,Munster,Indiana,46321,United States,1-219-922-3565,http://www.threefloydspub.com/,612.02,461.39,197.96,284.28,126.52,471.59,233.97,156.5,454.84,468.02,271.36,210.36
103,104,Lump of Coal Dark Holiday Stout,1056,Ridgeway Brewing,22,Strong American Ale,22B,American-Style Stout,8,6 Chapel Close,,South Stoke,Oxford,,United Kingdom,44-(01491)-873474,,437.97,1326.49,396.51,5326.1,562.37,1578.69,5807.54,356.35,410.85,1454.99,1467.63,5649.47
104,105,Warm Welcome Nut Browned Ale,1056,Ridgeway Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,6,6 Chapel Close,,South Stoke,Oxford,,United Kingdom,44-(01491)-873474,,2429.46,2294.67,314.74,2034.88,2632.73,3657.01,51.12,470.99,2392.1,4732.68,4659.65,3513.19
105,106,Pendle Witches Brew,884,Moorhouse's Brewery (Burnley),18,Pale American Ale,18B,American Pale Ale,5.1,4 Moorhouse Street,,Burnley,Lancashire,,United Kingdom,44-(01282)-422864,,51.82,173.17,27.36,0.18,88.71,100.69,5.19,10.76,83.04,145.53,131.84,30.1
106,107,Carnegie Stark-Porter,345,Carlsberg Sverige AB,13,Brown British Beer,13C,English Porter,5.5,rstadvgen,,Falkenberg,,,Sweden,46-08-757-70-00,,8103.66,5265.29,2897.71,2695.61,2145.15,9212.19,7258.19,305.4,3803.5,4177.74,3731.48,7513.32
107,108,Harvest Ale 2002,727,JW Lees and Co (Brewers) Ltd.,17,Strong British Ale,17B,Old Ale,11.5,Middleton Junction,,Manchester,Manchester,,United Kingdom,44-(0161)-6432487,,5855.12,1699.92,2775.34,5882.75,103,1859.18,4368.59,5873.43,351.14,2389.73,3339.27,5477.4
108,109,Woody Organic IPA,1075,Roots Organic Brewing,21,IPA,21A,American IPA,6.2,1520 SE Seventh Avenue,,Portland,Oregon,97214,United States,1-503-235-7668,,378.64,206.55,276.94,253.48,299.04,283.61,212.45,302.19,154.87,169.91,35.93,183.21
109,110,Adriaan,620,Haarlems Biergenootschap Jopen,22,,22B,Unclassified,5,R Pereboomweg 13 achter,,Haarlem,,,Netherlands,31-23-533-41-14,,2683.63,10474.99,10345.58,4019.73,7246.32,3719.8,1179.34,1156.28,9625.58,4988.06,10527.52,1722.8
110,111,Leute Bok Bier,304,Brouwerij Van Steenberge,4,Pale Malty European Lager,04C,Helles Bock,7.5,Lindenlaan 25,,Ertvelde,Oost-Vlaanderen,,Belgium,32-09-344-50-71,,515.02,4,247.87,146.46,427.44,163.11,525.91,6.24,220.24,94.41,372.48,515.65
111,112,La Folie Falling Rock,905,New Belgium Brewing,22,,22B,Unclassified,6,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,1021.56,543.09,998.3,1268.97,383.38,389.61,622.16,1120.99,25.05,556.45,214.96,1275.16
112,113,Oak Aged IPA,1315,Upstream Brewing Company at Legacy,12,Pale Commonwealth Beer,12C,English IPA,6,17070 Wright Plaza,,Omaha,Nebraska,68130,United States,1-402-778-0100,,342.01,352.79,204.64,103.1,329.66,290.63,376.75,483.92,119.31,459.7,269.66,292.32
113,114,Tikka Gold,304,Brouwerij Van Steenberge,18,Pale American Ale,18B,American Pale Ale,5,Lindenlaan 25,,Ertvelde,Oost-Vlaanderen,,Belgium,32-09-344-50-71,,794.17,527.33,692.13,698.44,399.85,638.41,44.58,844.68,802.54,566.23,351.81,444.39
114,115,La Divine Double Blond,179,Brasserie de Silly,18,Pale American Ale,18A,Blonde Ale,7.5,Rue Ville Basse 141,,Silly,Hainaut,,Belgium,32-068-55-16-95,,161.33,40.01,71.54,5.13,217.23,212.93,108.65,225.08,250.92,87.35,97.69,73.48
115,116,La Divine Tripel Amber,179,Brasserie de Silly,26,Trappist Ale,26C,Belgian Tripel,9,Rue Ville Basse 141,,Silly,Hainaut,,Belgium,32-068-55-16-95,,110.36,443.07,157.37,209.22,93.52,406.61,446.04,378.32,255.59,69.26,413.88,265.76
116,117,Ename Tripel,292,Brouwerij Roman,26,Trappist Ale,26C,Belgian Tripel,8.5,Hauwaart 105,,Oudenaarde,Oost-Vlaanderen,,Belgium,32-055-45-54-01,,505.97,754.33,61.89,311.56,190.48,442.03,16.02,26.45,239.73,652.65,45.71,827.55
117,118,Triple Dipsea Belgian,827,Marin Brewing,26,Trappist Ale,26C,Belgian Tripel,9.2,1809 Larkspur Landing Circle,,Larkspur Landing,California,94939,United States,1-415-461-4677,,364.72,328.07,285.94,164.58,256.24,102.27,314.1,133,319.4,360.15,174.36,51.37
118,119,Oktoberfest Weizen,1019,Privatbrauerei Erdinger Weissbru,27,Historical Beer,27A,Marzen,5.7,Franz-Brombach-Strae 1-20,,Erding,Bayern,,Germany,49-(0)8122-/-4090,,1769.27,278.15,1516.57,1572.86,1081.27,3064.12,886.29,2405.8,590.42,2926.06,3542.34,2272.89
119,120,Imperial Hefeweizen,1029,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",10,German Wheat Beer,10A,Weissbier,7.5,901 Gilman Street,,Berkeley,California,94710,United States,1-510-528-9880,,629.98,131.63,707.73,435.12,316.23,82.61,723.59,384.53,97.55,737.46,518.72,748.43
120,121,Triple Exultation Old Ale,481,Eel River Brewing,17,Strong British Ale,17B,Old Ale,9.7,1777 Alamar Way,,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/,3.61,218.26,108.51,86.41,186.99,13.48,145.19,212.61,7.01,245.47,25.47,178.73
121,122,Organic Gingerbread Ale,130,Bison Brewing,22,,22B,Unclassified,6.8,2598 Telegraph Avenue,,Berkeley,California,94704,United States,1-510-841-7734,,877.6,1416.14,934.75,27.85,675.1,1308.92,270.25,1253.96,688.46,91.19,191.83,413.97
122,123,Falcon Pale Ale,1064,Rock Bottom Restaurant & Brewery - Denver,18,Pale American Ale,18B,American Pale Ale,0,1001 16th Street #A-100,,Denver,Colorado,80202,United States,1-303-534-7616,,67.83,11.49,43.68,18.81,154.44,13.73,151.67,59.55,0.34,8.7,137.69,89.47
123,124,Buzzsaw Brown,441,Deschutes Brewery,19,Amber and Brown American Beer,19C,American Brown Ale,4.8,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,1160.68,1150.18,859.99,703.3,1099.04,657.58,849.51,594.67,905.87,524.89,1194.37,326.33
124,125,Eisenbahn South American Pale Ale (S.A.P.A.),369,Cervejaria Sudbrack,18,Pale American Ale,18B,American Pale Ale,0,"Rua Bahia, 5181",,Blumenau,Santa Catarina,,Brazil,55-(47)-3488-7371,http://www.eisenbahn.com.br/,195083.75,220394.95,237693.46,142127.98,106156.33,166324.94,128923.92,225895.52,39868.13,36435.2,110267.35,157574.75
125,126,Geist Bock,584,Golden Valley Brewery and Pub,4,Pale Malty European Lager,04C,Helles Bock,6.1,980 NE Fourth Street,,McMinnville,Oregon,97128,United States,1-503-472-2739,http://www.goldenvalleybrewery.com/,1180.67,202.74,448.52,823.86,909.18,784.24,259.47,639.7,243.92,792.3,156.2,1404.93
126,127,Troll Porter,623,Hale's Ales #3,13,Brown British Beer,13C,English Porter,0,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,192.13,26,190.49,121.54,154.69,134.03,121.76,239.13,245.55,250.36,234.74,108.47
127,128,Dark Ale,397,Coopers Brewery,13,Brown British Beer,13A,Mild,4.5,461 South Road,,Regency Park,South Australia,,Australia,61-(08)-8440-1800,http://www.coopers.com.au/,5212.93,8314.73,2524.37,5822.09,8525.93,5498.88,4806.61,6003.34,3036.36,7756.92,1663.34,788.43
128,129,Cinder Cone Red,441,Deschutes Brewery,19,Amber and Brown American Beer,19A,American Amber Ale,5.4,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,3.49,7.87,3.55,9.36,0.47,4.3,4.15,1.76,4.67,7.68,8.42,0.37
129,130,LTD 02 Lager,562,Full Sail Brewing #1,4,Pale Malty European Lager,04C,Helles Bock,6.4,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,1317.69,1032.11,106.26,1425.32,1305.33,524.8,786.39,75.3,221.65,164.64,1003.21,322.09
130,131,Saison Vielle Provision,189,Brasserie Dupont,25,Strong Belgian Ale,25B,Saison,6.5,Rue Basse 5,,Tourpes,Hainaut,,Belgium,32-069-67-10-66,,627.88,447.11,396.78,595.7,397.68,308.32,15.19,373.03,689.42,502.13,86.16,632.64
131,132,Organic Barley Wine Ale 2005,130,Bison Brewing,17,Strong British Ale,17D,English Barleywine,9.5,2598 Telegraph Avenue,,Berkeley,California,94704,United States,1-510-841-7734,,203.09,616.17,196.8,952.28,705.05,392.49,229.4,602.07,730.69,676.78,934.18,942.4
132,133,Old Boardhead 2006,562,Full Sail Brewing #1,22,,22B,Unclassified,9,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,436.5,1193.76,382.12,37.38,1066.78,791.48,815.64,128.02,1217.06,330.24,670.08,337.38
133,134,Blue Dot Double India Pale Ale,622,Hair of the Dog Brewing,22,Strong American Ale,22A,Double IPA,7,4509 SE 23rd Avenue,,Portland,Oregon,97202,United States,1-503-232-6585,,1006.52,1128.79,933.34,329.14,393.01,93.05,762.76,16.29,652.85,964.44,1007.16,548.48
134,135,Nugget,562,Full Sail Brewing #1,19,Amber and Brown American Beer,19A,American Amber Ale,0,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,99.19,46.15,90.33,73.12,61.05,92.22,104.32,37.52,7.17,92.77,23.98,24.44
135,136,American Pale Ale,1175,Spanish Peaks Brewing,18,Pale American Ale,18B,American Pale Ale,0,Polson MT 59860,,Polson,Montana,,United States,,http://www.blackdogales.com/,11.93,200.11,580.91,355.39,10.15,269.83,340.44,382.44,499.88,45.95,393.74,551.1
136,137,471 Extra ESB,236,Breckenridge Brewery,22,,22B,Unclassified,7.8,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,33.87,51.31,88.09,2.92,67.97,56.27,173.16,118.82,99.04,149.4,166.13,170.22
137,138,Odell Red Ale,935,Odell Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,6.5,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,960.95,1051.25,864.71,806.56,581.25,174.46,471.42,710.55,932.36,869.81,726.72,618.77
138,139,Long Leg English Fuggles Hop Ale,335,Camerons Brewery Company,22,,22B,Unclassified,0,Lion Brewery,,Harltepool,Cleveland,,United Kingdom,44-(01429)-266-666,,1226.58,2915.58,3342.52,4490.77,4453.49,1950.2,1963.49,4348.86,1761.11,2432.44,1695.16,3728.95
139,140,Summer Lightning,671,Hop Back Brewery,22,,22B,Unclassified,5,Unit 21-24 Batten Road Industrial Estate,,Salisbury,Wiltshire,,United Kingdom,44-(01725)-510986,,1307.61,824.95,411.56,473.72,19.04,952.76,594.87,1101.18,550.47,743.09,1109.64,662.67
140,141,Haymaker Extra Pale Ale,255,BridgePort Brewing,22,,22B,Unclassified,0,1313 NW Marshall Street,,Portland,Oregon,97209,United States,1-503-241-7179,http://www.bridgeportbrew.com/,977.86,150.29,399,1061.25,237.86,474.13,999.19,203,706.54,142.98,239.58,740.79
141,142,Pale Ale,447,Dick's Brewing,18,Pale American Ale,18B,American Pale Ale,0,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,216.51,534.42,518.12,323.94,215.93,494.91,255.33,153.93,128.97,189.02,34.02,296.7
142,143,Silk Lady,447,Dick's Brewing,18,Pale American Ale,18B,American Pale Ale,4.4,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,94.09,27.21,14.94,18.2,71.23,80.67,81.71,31.86,101.37,16.41,42.54,65.52
143,144,Danger Ale,447,Dick's Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,5.2,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,219.47,499.25,54.49,125.72,525.86,54.54,399.92,234.66,488.91,134.69,161.76,260.21
144,145,Irish Style Ale,447,Dick's Brewing,22,,22B,Unclassified,5.2,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,462.73,81.28,358.67,82.51,64.09,160.25,58.36,346.93,838.5,271.47,244.97,333.97
145,146,Yeti Special Export,1392,Yuksom Breweries,1,Standard American Beer,01B,American Lager,7,,,Malli,Sikkim,,India,91 03595-70205,,411.4,4126.3,1280.58,4925.56,184.19,3965.39,315.9,999.28,1223.73,3785.95,391.29,4674.25
146,147,Steelie Brown Ale,1151,Skagit River Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,0,404 South Third Street,,Mount Vernon,Washington,98273,United States,1-360-336-2884,,73.34,447.81,1195.29,605.68,391.25,491.38,377.23,1261.61,290.45,428.4,1333.79,516.3
147,148,Bond Street 19th Anniversary,441,Deschutes Brewery,22,,22B,Unclassified,8.7,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,107.41,952.33,1193.4,204.1,216.47,417.72,168.64,1015.5,497.24,75.7,1050.4,578.45
148,149,Trumpeter,1151,Skagit River Brewing,22,Strong American Ale,22B,American-Style Stout,0,404 South Third Street,,Mount Vernon,Washington,98273,United States,1-360-336-2884,,1557.98,1363.05,828.45,490.93,1446.37,78.32,303.45,957.68,1000.71,113.13,164.36,709.32
149,150,Nitro Porter,1264,Thunderhead Brewery #2,13,Brown British Beer,13C,English Porter,0,120 East Third Street,,Grand Island,Nebraska,68801,United States,1-308-398-2500,,195.41,684.24,358.5,454.27,27.65,754.33,569.33,148.06,219.2,566.77,751.69,68.06
150,151,Fourteen,62,Avery Brewing Company,22,,22B,Unclassified,9.5,5763 Arapahoe Avenue,,Boulder,Colorado,80303,United States,1-877-844-5679,http://www.averybrewing.com/,141.82,69.58,167.73,3.28,174.28,187.33,94.54,1.35,106.81,72.09,151.46,44.76
151,152,Old Stock Ale 2007,919,North Coast Brewing Company,17,Strong British Ale,17B,Old Ale,11.7,455 North Main Street,,Fort Bragg,California,95437,United States,1-707-964-2739,http://www.northcoastbrewing.com/home.htm,415.3,501.33,486.45,149.88,1397.26,193.85,344.08,1598.58,1286.69,206.75,418.96,247.18
152,153,Cold Hop,160,Boulder Beer Company,12,Pale Commonwealth Beer,12C,English IPA,6.5,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,1328.3,990.92,35.79,303.58,691.95,629.9,30.86,174.81,1524.19,1012.71,258.08,748.19
153,154,Hitachino Nest Espresso Stout,742,Kiuchi Shuzou Goushi Kaisya,22,,22B,Unclassified,7.5,"1257, Kounsosu",,Ibaraki,Kanto,,Japan,81-029-298-0105,,3418.93,11945.37,13101.44,14237.7,11561.78,8874.55,14489.18,11740.33,3591.04,3052.17,13632.23,11055.28
154,155,Witte,433,De Struise Brouwers,22,,22B,Unclassified,5,Woesten,,Woesten,West-Vlaanderen,,Belgium,,http://www.struisebrouwers.be/,440.96,774.22,1021.06,648.23,481.26,734.95,728.35,324.83,113.23,1280.35,932.89,1251.78
155,156,Slaapmutske Triple Nightcap,432,De Proef Brouwerij,22,,22B,Unclassified,8.1,Doornzelestraat 20,,Lochristi-Hijfte,Oost-Vlaanderen,,Belgium,32-09-/-356.71.02,,248.18,348.07,84.02,198.21,32.01,146.65,111.13,235.27,419.59,122.94,192.22,82.32
156,157,Biere de Mars,723,Jolly Pumpkin Artisan Ales,17,Strong British Ale,17B,Old Ale,7,3115 Broad Street,,Dexter,Michigan,48130,United States,1-734-426-4962,http://www.jollypumpkin.com,200.14,545.19,474.38,635.81,42.03,669.72,346.14,620.63,605.13,827.06,228.05,508.09
157,158,Kerst Pater Special Christmas Beer,300,Brouwerij Van Den Bossche,22,,22B,Unclassified,9,St Lievensplein 16,,Sint-Lievens-Esse,Oost-Vlaanderen,,Belgium,32-054-50-04-11,,576.99,226.56,704.25,495.07,467.18,605.93,704.61,177.27,513.02,212.7,438.92,596.42
158,159,Zoetzuur Flemish Ale,432,De Proef Brouwerij,22,,22B,Unclassified,7,Doornzelestraat 20,,Lochristi-Hijfte,Oost-Vlaanderen,,Belgium,32-09-/-356.71.02,,281.3,225.75,836.29,563.11,599.29,667.72,719.98,773.67,722.49,683.73,324.72,190.33
159,160,WPA (Wheat Pale Ale),869,Minneapolis Town Hall Brewery,22,,22B,Unclassified,0,1430 Washington Avenue South,,Minneapolis,Minnesota,55454,United States,1-612-339-8696,http://www.townhallbrewery.com/,1093.11,1144.75,338.82,725.46,119.23,413.74,933.93,203.89,827.08,593.67,388.24,1050.83
160,161,Smoked Hefe,869,Minneapolis Town Hall Brewery,1,Standard American Beer,01B,American Lager,0,1430 Washington Avenue South,,Minneapolis,Minnesota,55454,United States,1-612-339-8696,http://www.townhallbrewery.com/,108.77,92.03,584.84,562.06,563.64,472.11,665.48,384.25,435.59,191.91,456.88,499.23
161,162,The Unforgiven Amber Ale,1084,Rush River Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,5.8,990 Antler Court,,River Falls,Wisconsin,54022,United States,1-715-426-2054,,418.69,428.99,760.98,255.35,476.87,456.48,725.33,61.8,415.57,649.99,611.9,48.83
162,163,Strange Ghost,192,Brasserie Fantme,22,,22B,Unclassified,8,Rue Pral 8,,Soy,Luxembourg,,Belgium,32-(0)86-47-70-44,,59.69,48.74,14.34,14.27,11.23,29.9,64.88,71.33,70.4,66,26.39,39.43
163,164,Duke IPA,595,Granite City Food & Brewery - Omaha,21,IPA,21A,American IPA,5.1,1001 North 102nd Street,,Omaha,Nebraska,68114,United States,1-402-393-5000,,596.9,335.91,356.31,332.43,366.87,231.79,627.22,445.24,246.39,237.87,3.95,562.78
164,165,Broad Axe Stout,595,Granite City Food & Brewery - Omaha,22,Strong American Ale,22B,American-Style Stout,5,1001 North 102nd Street,,Omaha,Nebraska,68114,United States,1-402-393-5000,,36.57,9.37,4.54,38.92,40.34,1.81,31.58,0.09,25.92,23.2,16.11,29.8
165,166,Northern Light Lager,595,Granite City Food & Brewery - Omaha,1,Standard American Beer,01B,American Lager,4.4,1001 North 102nd Street,,Omaha,Nebraska,68114,United States,1-402-393-5000,,55.37,136.66,143.12,132.72,57.59,114.72,145.76,80.64,12.99,79.83,8.84,127.9
166,167,Podge Belgian Imperial Stout,31,Alvinne Picobrouwerij,22,Strong American Ale,22B,American-Style Stout,10.5,Oostrozebekestraat 114,,Ingelmunster,West-Vlaanderen,,Belgium,32-051-/-30-55-17,,1176.84,613.56,785.68,79,1238.55,512.81,128.21,151.41,840.45,788.31,42.98,398.83
167,168,Okocim Porter,307,Browar Okocim,13,Brown British Beer,13C,English Porter,8.3,ul. Browarna 14,,Brzesko,,,Poland,48-0146865000,http://www.okocim.pl/,4422.43,43027.89,31003.77,5433.91,44751.28,19692.69,28334.1,8912.37,37838.34,43507.54,41740.51,23922.98
168,169,1809,458,Doemens e.V.,22,,22B,Unclassified,5,Stefanusstrae 8,,Grfelfing,Bayern,,Germany,49-(0)89-/-85805-0,,7154.49,4479.79,7487.22,4011.75,8290.16,5245.26,702.04,3029.22,2635.5,7213.61,686.3,4669.89
169,170,Pannepot,433,De Struise Brouwers,22,,22B,Unclassified,10,Woesten,,Woesten,West-Vlaanderen,,Belgium,,http://www.struisebrouwers.be/,278.88,11.82,220.52,148.85,228.23,82.98,255.17,49.95,116.07,49.39,77.12,377.45
170,171,Samurai,604,Great Divide Brewing,22,,22B,Unclassified,5.1,2201 Arapahoe Street,,Denver,Colorado,80205,United States,1-303-296-9460,http://www.greatdivide.com/,6.84,34.48,40.24,21.67,22.21,14.02,34.82,41.69,12.36,36.34,9,45.64
171,172,Crystal Ale,122,Big Sky Brewing,22,,22B,Unclassified,0,5417 Trumpeter Way,,Missoula,Montana,59808,United States,1-800-559-2774,,581.55,711.13,585.61,677.35,454.34,869.81,507.9,589.62,63.53,958.85,269.1,196.89
172,173,Gavroche French Red Ale,177,Brasserie De Saint Sylvestre,15,Irish Beer,15A,Irish Red Ale,8.5,"121, rue de la Chapelle",,St-Sylvestre-Cappel,,,France,33-03.28.40.15.49,http://www.brasserie-st-sylvestre.com/,1753.56,11308.35,2973.71,14301.73,11681.78,16858.68,18059.72,3256.3,23792.83,5434.87,3335.16,7875.26
173,174,Coney Island Lager,1138,Shmaltz Enterprises,1,Standard American Beer,01B,American Lager,0,3435 Cesar Chavez #227,,San Francisco,California,94110,United States,1-650-343-2739,,102,158.38,148.71,323.24,175.5,482.64,425.21,234.83,367.67,478.36,96.05,201.16
174,175,La Bi?Â²e des Collines van de Saisis,191,Brasserie Ellezelloise,22,,22B,Unclassified,0,Rue Guinaumont 75,,Ellezelles,Hainaut,,Belgium,32-068-54-31-60,,71.37,38,80.54,77.59,26.9,77.27,71.79,71.11,79.58,42.89,66.23,20.18
